YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2M,TS,T2M_RANGE
2021,7,22,5.71,6.06,0.66,399.78,110.52,116.62,14.3,0.41,2.1,4.59,24.66,24.86,-268.88
2021,7,23,4.54,6.08,0.53,408.55,90.08,118.54,12.25,0.35,1.8,4.4,24.45,24.67,-268.82
2021,7,24,6.05,6.22,0.7,390.45,116.55,119.26,15.02,0.41,2.14,4.35,24.42,24.69,-268.16
2021,7,25,4.99,6.14,0.58,410.13,98.42,119.57,13.21,0.38,1.97,3.95,24.73,25.17,-268.62
2021,7,26,5.3,6.12,0.61,408.48,103.83,118.84,13.69,0.39,2.03,3.59,24.93,25.18,-267.92
2021,7,27,5.68,6.11,0.66,403.91,111.25,118.85,14.51,0.42,2.24,2.99,24.9,25.24,-268.07
2021,7,28,5.92,6.24,0.68,394.75,115.41,120.91,15.01,0.45,2.36,2.8,25.12,25.43,-267.54
2021,7,29,6.02,6.25,0.69,390.48,116.75,120.62,15.05,0.42,2.21,2.36,25.19,25.64,-266.77
2021,7,30,4.32,6.19,0.49,403.8,84.97,118.95,11.62,0.34,1.75,3.46,24.99,25.44,-267.8
2021,7,31,5.6,6.03,0.64,404.94,109.37,116.97,14.12,0.41,2.12,5.11,25.18,25.54,-268.6
2021,8,1,5.41,6.22,0.62,405.31,106.52,120.98,14.18,0.41,2.14,5.62,24.68,25.06,-268.31
2021,8,2,4.38,6.28,0.5,414.84,87.62,122.7,12.21,0.36,1.84,4.96,24.08,24.69,-267.46
2021,8,3,5.34,6.33,0.6,409.39,105.91,123.65,14.22,0.41,2.18,4.27,24.4,24.89,-268.95
2021,8,4,4.15,6.31,0.47,417.64,83.74,123.62,11.69,0.36,1.83,4.44,24.39,24.85,-268.94
2021,8,5,4.69,6.31,0.53,411.43,94.79,123.59,12.96,0.4,2.08,4.56,24.09,24.51,-269.45
2021,8,6,5.75,6.43,0.64,396.93,111.76,123.6,14.88,0.45,2.33,5.09,24.3,24.51,-268.85
2021,8,7,5.27,6.38,0.59,402.88,103.65,123.53,13.88,0.41,2.08,5.24,24.26,24.51,-268.43
2021,8,8,6.07,6.4,0.68,399.23,118.74,124.07,15.6,0.46,2.44,4.07,24.19,24.43,-268.43
2021,8,9,4.27,6.26,0.48,421.08,86.74,123.16,11.92,0.37,1.92,3.73,24.62,24.9,-269.15
2021,8,10,3.91,6.33,0.43,423.27,80.44,125.02,11.37,0.36,1.85,4.1,24.81,25.01,-269.46
2021,8,11,4.67,6.38,0.52,419.0,94.48,125.55,12.96,0.39,2.02,3.8,24.76,25.04,-269.1
2021,8,12,5.63,6.55,0.62,402.76,110.25,126.64,14.75,0.44,2.29,3.58,24.33,24.69,-268.65
2021,8,13,6.34,6.65,0.7,390.41,123.02,128.09,16.13,0.48,2.54,3.95,23.95,24.33,-268.05
2021,8,14,5.9,6.56,0.65,397.23,115.84,127.44,15.34,0.45,2.34,4.03,24.14,24.77,-267.23
2021,8,15,5.61,6.64,0.61,399.91,109.98,128.51,14.84,0.43,2.25,4.57,24.22,24.73,-268.98
2021,8,16,5.07,6.6,0.55,401.22,100.27,127.91,13.73,0.41,2.12,4.52,23.94,24.37,-268.6
2021,8,17,5.55,6.71,0.6,394.59,109.28,129.52,14.69,0.44,2.29,4.39,24.21,24.61,-267.95
2021,8,18,6.1,6.73,0.66,390.17,119.02,129.75,15.79,0.46,2.41,4.7,24.11,24.48,-268.06
2021,8,19,5.07,6.64,0.55,405.23,100.7,128.99,13.84,0.41,2.17,4.53,24.46,24.77,-268.36
2021,8,20,5.64,6.69,0.61,403.81,111.12,129.31,14.88,0.45,2.3,4.57,24.33,24.53,-268.62
2021,8,21,6.12,6.52,0.66,394.36,118.98,125.62,15.42,0.46,2.45,3.34,24.11,24.65,-268.04
2021,8,22,5.94,6.62,0.63,409.41,116.31,127.98,15.41,0.46,2.45,4.21,24.78,25.12,-268.23
2021,8,23,5.84,6.56,0.62,412.3,114.66,127.11,15.16,0.45,2.41,4.64,24.68,25.04,-269.0
2021,8,24,6.0,6.67,0.63,402.89,117.83,129.41,15.6,0.46,2.45,4.24,24.64,25.06,-268.49
2021,8,25,6.09,6.83,0.64,399.81,119.8,132.55,16.0,0.48,2.49,4.12,24.69,25.02,-268.35
2021,8,26,6.0,6.84,0.63,402.23,118.07,132.62,15.82,0.46,2.38,4.11,24.8,25.2,-268.44
2021,8,27,5.78,6.86,0.61,402.31,113.1,131.66,15.23,0.45,2.3,3.79,24.69,25.17,-267.96
2021,8,28,6.36,6.7,0.66,398.18,123.53,128.78,16.04,0.46,2.44,3.82,25.19,25.65,-268.16
2021,8,29,5.74,6.71,0.6,406.73,112.9,129.86,15.03,0.45,2.32,4.43,25.29,25.76,-268.57
2021,8,30,6.46,6.84,0.67,393.7,125.95,131.5,16.45,0.48,2.49,3.89,25.23,25.66,-267.91
2021,8,31,6.51,6.89,0.67,396.54,126.48,132.19,16.59,0.48,2.48,3.8,25.05,25.53,-267.39
2021,9,1,6.18,6.91,0.64,394.93,120.42,132.76,15.91,0.46,2.39,4.3,24.54,25.29,-268.2
2021,9,2,6.45,6.94,0.66,391.78,125.41,133.13,16.45,0.47,2.44,3.84,24.55,25.38,-267.12
2021,9,3,5.28,6.78,0.55,416.0,106.14,132.48,14.31,0.41,2.12,3.48,25.06,25.82,-267.24
2021,9,4,6.59,6.9,0.68,402.57,129.58,134.09,16.95,0.48,2.5,3.5,25.48,26.16,-267.85
2021,9,5,6.42,6.99,0.66,403.68,126.19,135.37,16.72,0.49,2.56,3.62,25.34,26.21,-268.31
2021,9,6,6.65,7.13,0.68,392.37,130.37,137.86,17.21,0.51,2.65,3.45,25.1,26.05,-267.18
2021,9,7,6.67,7.17,0.68,397.86,130.32,138.27,17.3,0.5,2.62,3.39,25.46,26.32,-266.99
2021,9,8,6.68,7.2,0.68,393.68,130.19,138.27,17.21,0.51,2.65,3.96,25.32,26.07,-267.46
2021,9,9,6.75,7.13,0.68,393.23,131.3,136.88,17.29,0.51,2.69,3.51,24.99,25.94,-266.88
2021,9,10,6.51,7.09,0.66,391.88,126.02,134.92,16.55,0.48,2.48,3.48,25.0,25.94,-266.43
2021,9,11,6.42,6.94,0.65,397.79,123.31,131.41,15.97,0.47,2.47,4.01,25.26,26.15,-267.2
2021,9,12,5.21,6.93,0.52,423.03,103.76,132.83,14.12,0.43,2.2,4.1,25.57,26.36,-267.57
2021,9,13,4.69,6.87,0.47,427.51,93.83,131.99,12.85,0.39,2.04,3.96,25.72,26.45,-267.34
2021,9,14,6.27,6.71,0.62,415.8,121.27,127.51,15.5,0.45,2.36,3.8,25.77,26.58,-266.86
2021,9,15,6.16,6.66,0.62,411.16,118.62,125.88,15.04,0.43,2.27,3.84,25.77,26.64,-267.28
2021,9,16,6.47,6.92,0.64,407.0,125.2,131.73,16.13,0.48,2.52,4.32,25.73,26.53,-267.23
2021,9,17,6.02,6.93,0.59,408.11,118.41,133.21,15.51,0.46,2.42,4.38,25.58,26.39,-267.52
2021,9,18,6.85,7.24,0.68,391.55,132.17,137.3,17.24,0.51,2.68,4.18,25.47,26.36,-267.38
2021,9,19,6.97,7.33,0.69,387.3,134.29,138.71,17.57,0.51,2.66,3.16,25.44,26.34,-266.48
2021,9,20,6.84,7.38,0.67,388.0,132.74,140.42,17.48,0.5,2.63,3.22,25.61,26.55,-266.76
2021,9,21,6.92,7.35,0.68,390.88,134.47,140.26,17.65,0.52,2.7,2.85,25.63,26.66,-265.17
2021,9,22,6.81,7.31,0.66,399.19,133.12,140.27,17.48,0.51,2.65,2.76,26.6,27.66,-264.6
2021,9,23,6.98,7.28,0.68,399.24,136.35,139.77,17.74,0.52,2.78,3.26,26.52,27.69,-266.1
2021,9,24,5.03,7.22,0.49,413.48,101.62,138.88,13.95,0.43,2.25,4.12,26.08,27.13,-266.49
2021,9,25,6.65,7.29,0.65,405.3,131.48,140.88,17.4,0.52,2.77,3.96,26.02,27.05,-266.93
2021,9,26,6.28,6.96,0.61,414.18,122.34,132.84,15.85,0.45,2.31,4.75,26.23,27.15,-267.68
2021,9,27,5.66,6.99,0.55,421.26,112.05,133.87,14.79,0.43,2.24,5.09,26.27,27.08,-267.63
2021,9,28,6.23,6.9,0.6,422.16,121.17,130.95,15.53,0.44,2.28,4.75,26.05,26.9,-267.38
2021,9,29,5.99,7.0,0.58,419.7,118.94,135.11,15.66,0.46,2.41,4.36,26.15,27.05,-267.38
2021,9,30,6.29,7.06,0.61,417.51,124.22,135.97,16.22,0.46,2.4,3.96,26.33,27.4,-267.67
2021,10,1,6.4,7.14,0.62,415.18,125.79,137.04,16.45,0.48,2.5,3.8,26.5,27.64,-267.1
2021,10,2,6.37,7.31,0.61,411.91,125.79,140.41,16.64,0.48,2.49,4.17,26.64,27.69,-267.26
2021,10,3,6.05,7.22,0.58,403.53,118.59,137.32,15.66,0.46,2.4,4.28,26.45,27.45,-267.45
2021,10,4,6.47,7.45,0.62,402.17,127.01,142.24,16.95,0.49,2.57,4.09,26.31,27.44,-266.94
2021,10,5,6.36,7.41,0.61,401.49,125.08,141.66,16.66,0.49,2.59,3.52,26.44,27.71,-266.17
2021,10,6,6.23,7.44,0.59,406.22,123.36,142.94,16.55,0.48,2.54,4.16,26.62,27.93,-266.99
2021,10,7,7.03,7.53,0.67,398.92,138.08,144.68,18.22,0.54,2.85,3.59,26.59,28.11,-265.92
2021,10,8,7.08,7.59,0.67,398.45,138.38,145.16,18.32,0.53,2.77,3.41,26.61,28.11,-265.81
2021,10,9,6.9,7.67,0.66,394.3,135.08,146.48,17.99,0.52,2.7,3.65,26.33,27.86,-266.17
2021,10,10,6.17,7.64,0.59,408.85,122.05,146.62,16.61,0.49,2.55,3.25,26.62,28.1,-265.81
2021,10,11,7.24,7.53,0.69,395.72,141.04,143.95,18.33,0.52,2.78,3.16,26.96,28.55,-265.42
2021,10,12,7.11,7.61,0.67,394.05,139.08,145.56,18.36,0.54,2.84,3.56,26.78,28.15,-265.98
2021,10,13,7.16,7.69,0.68,399.27,140.69,147.72,18.71,0.55,2.91,3.78,26.97,28.29,-266.0
2021,10,14,6.21,7.48,0.59,420.0,124.38,145.15,16.77,0.49,2.58,3.89,27.21,28.42,-266.49
2021,10,15,6.79,7.39,0.64,405.47,134.53,142.01,17.38,0.5,-999.0,4.48,27.01,28.22,-267.7
2021,10,16,4.47,7.35,0.42,421.47,91.93,141.84,12.73,0.38,1.98,4.53,27.14,28.3,-266.82
2021,10,17,7.14,7.53,0.67,405.42,139.88,144.48,18.26,0.52,2.77,3.96,27.11,28.33,-266.57
2021,10,18,6.74,7.57,0.63,411.16,133.22,145.92,17.63,0.5,2.57,3.62,27.08,28.4,-266.67
2021,10,19,6.89,7.46,0.65,407.24,136.05,144.07,17.88,0.5,2.62,3.3,27.1,28.64,-265.7
2021,10,20,7.1,7.44,0.66,404.7,138.83,142.64,18.03,0.5,2.59,3.34,27.53,29.15,-265.4
2021,10,21,6.53,7.4,0.61,414.29,129.66,143.16,17.13,0.48,2.52,3.57,27.55,29.04,-265.85
2021,10,22,6.9,7.55,0.65,411.27,136.97,146.74,18.19,0.53,2.8,3.51,27.67,29.29,-265.81
2021,10,23,6.32,7.59,0.59,416.68,127.0,147.79,17.15,0.51,2.66,4.02,27.67,29.14,-266.35
2021,10,24,7.07,7.67,0.66,402.79,139.43,147.96,18.44,0.55,2.95,4.03,27.56,28.97,-266.69
2021,10,25,7.44,7.82,0.7,394.8,145.04,149.26,19.12,0.57,3.01,4.03,27.35,28.76,-266.52
2021,10,26,6.44,7.78,0.6,408.05,128.55,150.59,17.48,0.53,2.8,4.4,27.08,28.4,-266.44
2021,10,27,6.79,7.76,0.63,408.78,135.08,150.32,18.2,0.55,2.87,4.2,26.88,28.18,-266.06
2021,10,28,7.05,7.82,0.66,403.47,138.45,149.84,18.48,0.55,2.85,4.71,26.94,28.26,-266.1
2021,10,29,5.73,7.73,0.53,411.22,115.5,149.3,15.84,0.46,2.38,4.55,26.48,27.73,-266.65
2021,10,30,7.22,7.72,0.67,399.61,141.23,147.79,18.62,0.54,2.79,4.16,26.45,27.95,-266.35
2021,10,31,5.93,7.76,0.55,414.05,118.79,150.05,16.41,0.48,2.5,3.67,26.69,28.19,-266.54
2021,11,1,6.87,7.68,0.64,409.75,136.11,148.82,18.23,0.54,2.83,3.74,26.74,28.31,-266.53
2021,11,2,6.23,7.7,0.58,415.95,125.16,149.41,17.02,0.51,2.65,3.73,27.4,28.91,-265.74
2021,11,3,6.95,7.67,0.65,409.82,138.16,149.05,18.37,0.55,2.9,3.84,27.69,29.12,-265.98
2021,11,4,7.13,7.69,0.66,407.74,140.7,148.63,18.61,0.55,2.89,4.06,27.91,29.39,-265.7
2021,11,5,7.13,7.68,0.66,407.46,140.83,148.6,18.66,0.54,2.84,3.56,27.92,29.44,-265.28
2021,11,6,6.9,7.51,0.64,409.65,135.79,144.65,17.8,0.51,2.66,3.67,28.07,29.73,-265.52
2021,11,7,7.29,7.6,0.68,408.71,143.21,146.8,18.7,0.53,2.77,3.87,27.92,29.53,-266.74
2021,11,8,7.23,7.7,0.67,408.86,142.29,148.44,18.8,0.54,2.84,3.59,27.28,28.76,-267.92
2021,11,9,7.24,7.74,0.67,408.16,142.84,149.7,18.92,0.55,2.88,4.13,27.62,29.05,-266.21
2021,11,10,7.21,7.78,0.67,410.62,142.05,150.19,18.82,0.55,2.91,4.07,27.78,29.22,-266.11
2021,11,11,6.82,7.61,0.63,414.45,136.09,148.66,18.14,0.53,2.77,3.99,27.87,29.29,-267.13
2021,11,12,6.38,7.7,0.59,416.63,127.0,149.06,17.12,0.51,2.64,3.76,27.81,29.45,-266.27
2021,11,13,7.04,7.57,0.66,407.04,137.2,144.91,17.92,0.52,2.74,3.63,27.79,29.6,-265.7
2021,11,14,7.39,7.78,0.69,405.76,145.7,150.61,19.26,0.57,3.0,3.73,27.64,29.45,-266.01
2021,11,15,7.15,7.69,0.66,408.56,141.78,149.62,18.74,0.56,2.93,4.09,27.46,29.19,-266.64
2021,11,16,6.98,7.74,0.65,408.27,138.29,150.34,18.49,0.53,2.77,4.44,27.76,29.24,-266.83
2021,11,17,6.83,7.78,0.63,408.16,134.55,149.82,18.04,0.52,2.7,4.38,27.63,28.99,-266.86
2021,11,18,6.22,7.74,0.58,419.96,124.05,150.27,16.88,0.5,2.6,4.08,27.54,29.02,-266.56
2021,11,19,7.39,7.78,0.69,405.3,144.74,149.91,19.09,0.56,2.96,4.18,27.59,28.98,-266.73
2021,11,20,5.64,7.7,0.52,416.72,113.14,148.98,15.59,0.46,-999.0,3.76,27.42,28.91,-266.53
2021,11,21,7.52,7.75,0.7,400.69,146.86,149.29,19.2,0.55,2.94,3.41,27.82,29.48,-265.09
2021,11,22,7.14,7.65,0.66,408.17,139.51,147.12,18.27,0.52,2.74,3.7,27.64,29.39,-266.24
2021,11,23,7.44,7.83,0.69,403.32,146.28,151.72,19.33,0.56,2.97,3.8,28.01,29.71,-266.17
2021,11,24,7.41,7.75,0.69,405.69,144.65,149.45,18.91,0.56,2.98,3.4,28.23,29.99,-265.6
2021,11,25,7.25,7.8,0.67,404.52,142.64,151.05,18.96,0.56,2.96,3.9,28.34,30.08,-266.12
2021,11,26,6.92,7.69,0.64,405.69,136.94,149.63,18.37,0.57,3.0,3.88,28.09,29.89,-266.32
2021,11,27,7.26,7.69,0.67,408.45,142.45,148.92,18.76,0.55,2.88,3.75,27.81,29.71,-265.7
2021,11,28,6.17,7.62,0.57,414.88,123.07,148.38,16.83,0.52,2.68,3.62,28.03,29.57,-266.17
2021,11,29,6.7,7.57,0.62,414.82,132.45,146.87,17.69,0.52,2.77,3.7,28.4,29.93,-266.89
2021,11,30,6.62,7.69,0.62,413.65,131.16,148.85,17.65,0.52,2.64,3.8,28.55,29.97,-266.49
2021,12,1,7.22,7.57,0.67,407.59,140.62,145.68,18.3,0.53,2.81,3.64,28.23,29.86,-266.11
2021,12,2,7.16,7.68,0.66,408.36,140.66,148.55,18.55,0.55,2.93,3.52,28.4,30.11,-266.38
2021,12,3,7.0,7.67,0.65,414.67,138.58,149.35,18.43,0.54,2.8,3.96,28.44,30.18,-266.2
2021,12,4,6.33,7.48,0.59,420.51,126.4,146.61,17.11,0.52,2.69,4.42,28.25,29.59,-267.13
2021,12,5,6.41,7.58,0.59,414.73,128.37,148.25,17.34,0.53,2.77,4.64,27.9,28.96,-268.0
2021,12,6,7.14,7.58,0.66,403.88,139.92,146.69,18.32,0.53,2.82,4.45,27.9,29.26,-266.86
2021,12,7,7.25,7.73,0.67,402.16,142.22,149.55,18.82,0.55,2.94,3.88,27.8,29.39,-266.27
2021,12,8,6.77,7.59,0.63,420.0,134.42,148.02,17.94,0.55,2.93,4.32,28.15,29.65,-266.44
2021,12,9,6.94,7.67,0.65,411.52,137.99,149.91,18.43,0.56,3.0,4.48,28.26,29.83,-266.69
2021,12,10,6.92,7.68,0.64,409.91,136.89,149.21,18.25,0.55,2.94,4.28,28.11,29.7,-266.7
2021,12,11,7.23,7.73,0.67,405.82,141.41,149.44,18.66,0.55,2.91,4.16,27.94,29.62,-266.67
2021,12,12,6.41,7.69,0.59,416.78,126.8,148.59,17.07,0.5,2.58,3.92,27.83,29.57,-265.98
2021,12,13,4.06,7.59,0.38,432.57,83.96,148.62,11.95,0.38,1.97,4.12,28.02,29.52,-266.79
2021,12,14,6.21,7.57,0.58,416.82,123.94,147.75,16.89,0.51,2.65,5.02,27.84,29.12,-267.45
2021,12,15,6.97,7.64,0.65,408.91,137.39,148.35,18.26,0.54,2.83,3.92,27.75,29.32,-266.43
2021,12,16,6.54,7.63,0.61,419.74,130.71,149.2,17.67,0.52,2.72,4.23,27.55,29.01,-267.35
2021,12,17,5.66,7.51,0.52,420.38,113.93,146.73,15.62,0.48,2.49,4.37,27.78,29.15,-267.15
2021,12,18,6.99,7.52,0.65,407.56,137.11,145.72,18.02,0.55,2.98,4.09,27.8,29.28,-266.96
2021,12,19,7.06,7.64,0.66,409.16,138.27,147.55,18.22,0.55,2.88,3.68,27.98,29.61,-266.08
2021,12,20,6.91,7.62,0.64,412.78,135.95,147.84,18.05,0.55,2.95,3.78,28.05,29.63,-266.01
2021,12,21,5.3,7.48,0.49,417.67,107.09,145.61,14.9,0.47,2.41,3.77,27.69,28.92,-267.06
2021,12,22,5.57,7.44,0.52,414.26,111.64,145.02,15.33,0.48,2.54,3.91,27.33,28.6,-267.3
2021,12,23,6.19,7.43,0.58,419.99,123.09,145.06,16.5,0.51,2.68,4.08,27.96,29.26,-267.31
2021,12,24,7.01,7.52,0.65,412.97,137.32,145.43,17.96,0.54,2.81,3.79,28.09,29.43,-265.92
2021,12,25,5.07,7.39,0.47,427.16,103.0,144.54,14.26,0.45,2.33,3.9,28.16,29.7,-266.58
2021,12,26,3.96,7.21,0.37,428.23,82.13,141.19,11.61,0.38,1.92,3.26,27.56,28.58,-268.47
2021,12,27,5.85,7.59,0.55,418.48,117.73,149.34,16.27,0.52,2.68,3.15,27.15,27.97,-269.2
2021,12,28,7.29,7.82,0.68,406.91,143.43,151.76,19.04,0.59,3.17,3.62,27.51,28.95,-267.08
2021,12,29,7.27,7.8,0.67,403.25,142.55,150.88,18.85,0.58,3.09,3.48,27.63,29.16,-266.23
2021,12,30,7.27,7.85,0.67,407.73,142.39,151.57,18.86,0.58,3.07,3.64,27.4,29.1,-266.33
2021,12,31,7.08,7.77,0.66,410.16,138.57,149.6,18.34,0.56,2.95,3.62,27.62,29.39,-266.71
2022,1,1,6.54,7.8,0.61,404.75,128.41,150.29,17.33,0.55,2.88,4.09,27.29,29.05,-267.06
2022,1,2,6.77,7.82,0.62,409.79,133.55,151.63,18.08,0.59,3.09,3.73,27.38,29.25,-266.35
2022,1,3,5.01,7.81,0.46,422.52,101.38,150.81,14.38,0.47,2.43,3.77,27.46,29.13,-266.74
2022,1,4,6.88,7.74,0.63,415.21,135.89,150.34,18.16,0.57,3.05,3.84,27.55,29.08,-266.5
2022,1,5,7.13,7.75,0.66,412.69,140.59,150.8,18.66,0.57,3.05,3.72,27.73,29.17,-266.45
2022,1,6,7.15,7.77,0.66,412.62,141.7,151.51,18.85,0.59,3.11,3.7,27.68,29.19,-266.52
2022,1,7,6.92,7.73,0.64,415.23,137.98,151.5,18.5,0.57,3.02,3.84,27.53,29.31,-266.7
2022,1,8,7.2,7.89,0.66,405.47,140.92,151.98,18.83,0.56,2.97,3.53,27.77,29.53,-266.06
2022,1,9,7.32,7.78,0.68,407.6,143.84,150.46,18.97,0.57,3.02,3.35,27.76,29.69,-265.88
2022,1,10,4.25,7.67,0.39,420.36,88.56,150.24,12.84,0.4,2.03,3.76,27.98,29.62,-266.71
2022,1,11,6.56,7.8,0.61,409.7,129.52,150.61,17.55,0.54,2.84,3.56,27.96,29.37,-266.94
2022,1,12,6.48,7.66,0.6,412.81,130.55,150.96,17.74,0.55,2.89,2.45,26.91,27.83,-269.09
2022,1,13,5.91,7.65,0.55,421.84,119.92,150.45,16.65,0.53,2.77,2.66,27.67,28.92,-267.39
2022,1,14,2.87,7.73,0.27,422.13,61.64,151.74,9.43,0.3,1.56,3.8,27.14,27.98,-268.73
2022,1,15,5.24,7.89,0.48,422.7,106.08,152.88,14.95,0.47,2.44,3.55,27.27,28.76,-266.47
2022,1,16,6.63,7.9,0.61,413.06,131.01,152.48,17.78,0.54,2.8,3.09,27.6,29.26,-265.95
2022,1,17,7.17,7.86,0.66,406.12,141.46,152.48,18.88,0.59,3.2,3.7,27.73,29.36,-266.59
2022,1,18,7.17,7.83,0.66,405.16,141.16,151.54,18.76,0.58,3.09,3.61,27.83,29.4,-266.42
2022,1,19,7.69,7.85,0.71,400.3,150.55,151.79,19.78,0.62,3.33,3.28,28.1,29.7,-265.4
2022,1,20,6.99,7.81,0.64,407.98,139.04,152.37,18.62,0.59,3.14,3.03,27.63,29.48,-265.96
2022,1,21,7.3,7.83,0.67,403.63,145.15,152.96,19.35,0.6,3.24,3.09,27.71,29.69,-265.97
2022,1,22,7.42,7.77,0.68,403.95,146.33,151.0,19.38,0.6,3.22,2.86,27.71,29.72,-265.7
2022,1,23,5.56,7.74,0.52,415.96,112.52,150.96,15.89,0.49,2.55,2.74,27.49,29.06,-266.46
2022,1,24,6.72,7.56,0.62,410.56,131.88,145.62,17.28,0.52,2.75,2.88,27.76,29.15,-266.52
2022,1,25,6.6,7.3,0.61,413.46,130.19,141.0,16.76,0.52,2.77,3.1,27.65,29.01,-267.23
2022,1,26,5.48,7.38,0.51,413.84,110.15,143.12,15.05,0.47,2.45,3.73,27.44,28.42,-268.31
2022,1,27,5.81,7.62,0.53,412.68,117.25,148.74,16.17,0.49,2.55,2.81,27.08,28.23,-268.43
2022,1,28,5.45,7.26,0.5,414.33,109.78,141.29,14.69,0.48,2.52,2.64,26.35,27.21,-269.0
2022,1,29,2.35,7.46,0.22,425.48,50.88,145.78,7.54,0.23,1.22,2.67,26.32,27.75,-266.44
2022,1,30,6.66,7.61,0.61,414.41,132.72,148.35,17.76,0.59,3.16,3.01,26.96,28.3,-267.32
2022,1,31,7.03,7.58,0.65,412.69,139.02,147.26,18.27,0.58,3.12,3.65,27.86,29.14,-266.81
2022,2,1,7.01,7.74,0.65,413.19,138.08,149.05,18.3,0.57,3.03,3.23,27.87,29.37,-266.37
2022,2,2,6.58,7.8,0.61,408.66,130.38,150.43,17.52,0.55,2.92,3.14,27.69,29.36,-265.83
2022,2,3,6.7,7.86,0.62,406.87,132.15,151.36,17.79,0.57,3.0,3.55,27.87,29.34,-266.63
2022,2,4,7.35,7.9,0.68,404.5,144.09,152.12,19.13,0.61,3.29,3.62,27.51,28.98,-266.19
2022,2,5,7.29,7.93,0.67,401.79,142.47,151.93,18.94,0.59,3.16,3.32,27.8,29.27,-265.8
2022,2,6,6.94,7.87,0.64,401.65,136.23,150.91,18.19,0.55,2.91,3.12,27.73,29.44,-264.98
2022,2,7,7.22,7.7,0.66,401.03,140.82,147.5,18.48,0.59,3.15,3.33,27.73,29.48,-266.03
2022,2,8,7.21,7.74,0.66,408.57,142.5,150.21,18.79,0.56,2.98,3.38,27.84,29.65,-265.88
2022,2,9,6.97,7.83,0.64,415.62,138.75,152.3,18.62,0.59,3.19,3.37,28.09,29.9,-266.41
