YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2M,TS,T2M_RANGE
2022,2,10,6.78,7.65,0.62,408.77,131.49,145.73,17.13,0.52,2.69,3.56,28.01,29.87,-265.42
2022,2,11,6.93,7.39,0.64,411.7,135.48,142.12,17.44,0.54,2.91,3.41,28.1,29.83,-266.06
2022,2,12,5.89,7.31,0.54,418.46,117.19,141.48,15.46,0.48,2.57,3.41,28.09,29.35,-267.12
2022,2,13,6.86,7.3,0.63,414.04,134.19,140.71,17.27,0.55,2.98,3.46,27.68,28.94,-267.6
2022,2,14,6.6,7.63,0.61,413.18,129.79,146.62,17.16,0.55,2.91,3.74,27.77,29.36,-267.02
2022,2,15,6.84,7.68,0.63,408.64,133.38,146.77,17.5,0.54,2.85,3.43,27.73,29.53,-265.89
2022,2,16,4.78,7.69,0.45,428.83,96.96,147.68,13.51,0.43,2.21,3.09,27.69,29.44,-266.24
2022,2,17,4.49,7.61,0.41,429.39,91.88,146.18,12.9,0.41,2.1,3.05,27.74,29.47,-266.37
2022,2,18,6.46,7.65,0.59,418.22,128.02,147.99,17.12,0.54,2.86,3.29,28.43,30.04,-265.64
2022,2,19,5.96,7.57,0.55,423.26,119.85,147.6,16.23,0.52,2.69,3.89,28.25,29.44,-267.44
2022,2,20,6.73,7.66,0.62,414.05,133.82,149.12,17.91,0.56,3.01,3.91,28.12,29.37,-266.96
2022,2,21,7.01,7.69,0.65,412.19,138.89,149.44,18.45,0.59,3.15,3.77,27.88,29.33,-266.65
2022,2,22,7.09,7.35,0.66,407.65,136.71,140.02,17.44,0.52,2.83,3.49,27.83,29.51,-266.08
2022,2,23,6.93,7.54,0.64,411.58,136.62,145.89,17.95,0.57,3.03,3.38,27.71,29.4,-266.39
2022,2,24,7.03,7.59,0.66,412.07,138.41,146.65,18.15,0.56,2.98,3.63,27.84,29.44,-266.2
2022,2,25,7.27,7.71,0.67,406.8,142.8,148.78,18.82,0.61,3.31,3.72,27.73,29.39,-266.49
2022,2,26,6.89,7.54,0.64,410.93,135.69,145.73,17.76,0.56,3.01,3.58,27.93,29.67,-265.42
2022,2,27,7.14,7.62,0.66,414.38,141.46,148.3,18.68,0.59,3.14,3.94,27.88,29.57,-266.61
2022,2,28,7.01,7.66,0.66,415.4,138.54,148.34,18.41,0.58,3.07,3.9,27.97,29.69,-266.2
2022,3,1,7.2,7.55,0.67,408.01,139.92,144.45,18.17,0.55,2.95,4.35,28.51,30.01,-266.42
2022,3,2,6.46,7.34,0.6,417.45,129.21,143.72,17.16,0.53,2.78,2.92,27.61,28.37,-268.95
2022,3,3,5.86,7.35,0.55,414.88,117.81,143.64,15.96,0.5,2.63,2.7,27.96,29.12,-266.09
2022,3,4,5.67,7.36,0.53,420.14,114.91,144.48,15.8,0.5,2.61,3.3,27.7,28.62,-268.0
2022,3,5,3.84,7.38,0.36,429.7,81.08,145.74,11.98,0.41,2.1,4.1,27.18,27.87,-269.27
2022,3,6,6.38,7.52,0.6,421.22,127.71,146.8,17.37,0.57,3.04,4.23,27.37,28.14,-268.06
2022,3,7,5.91,7.37,0.55,416.93,118.02,143.11,15.93,0.52,2.68,3.65,27.46,28.44,-267.13
2022,3,8,6.36,7.42,0.6,415.51,126.14,143.64,16.89,0.55,2.92,3.13,27.58,28.94,-266.34
2022,3,9,6.81,7.42,0.64,413.37,135.21,144.64,17.88,0.57,3.08,3.23,27.52,28.9,-267.04
2022,3,10,6.82,7.54,0.65,413.6,136.02,147.29,18.23,0.59,3.16,4.24,27.94,29.18,-266.92
2022,3,11,6.66,7.6,0.63,406.77,131.49,146.71,17.66,0.58,3.09,3.65,27.66,28.69,-267.06
2022,3,12,6.34,7.42,0.6,409.18,125.97,144.02,16.84,0.55,2.87,2.76,27.78,29.21,-265.91
2022,3,13,6.58,7.4,0.62,414.66,131.62,144.96,17.65,0.57,3.04,2.7,27.37,28.57,-268.35
2022,3,14,5.59,7.41,0.53,421.8,114.22,146.4,15.9,0.51,2.67,3.02,28.39,29.56,-266.09
2022,3,15,6.45,7.33,0.62,420.77,128.87,143.18,17.19,0.54,2.85,3.09,28.34,29.51,-267.55
2022,3,16,6.08,7.35,0.58,418.55,123.06,144.62,16.69,0.53,2.8,3.5,28.03,28.68,-268.28
2022,3,17,6.76,7.39,0.65,413.44,134.32,144.1,17.86,0.57,3.05,3.55,27.84,28.84,-268.04
2022,3,18,6.63,7.45,0.64,410.9,130.7,143.8,17.48,0.55,2.91,4.26,27.89,29.12,-267.23
2022,3,19,6.77,7.31,0.65,409.67,133.89,142.02,17.71,0.54,2.9,3.41,27.87,29.38,-265.59
2022,3,20,6.29,7.3,0.61,413.04,126.38,143.19,17.05,0.55,3.01,2.54,26.6,27.66,-269.13
2022,3,21,5.85,7.22,0.56,421.04,119.24,142.96,16.3,0.53,2.82,2.37,26.51,27.61,-268.78
2022,3,22,3.34,7.15,0.32,428.58,71.42,141.42,10.56,0.35,1.84,3.23,26.78,27.46,-269.45
2022,3,23,5.7,7.12,0.55,424.33,116.09,140.77,15.8,0.52,2.72,3.32,26.59,27.36,-269.81
2022,3,24,6.38,7.25,0.62,414.46,127.32,141.73,17.02,0.55,2.94,3.48,26.87,27.96,-268.43
2022,3,25,6.07,7.21,0.59,418.43,121.82,141.13,16.49,0.52,2.79,3.04,26.88,27.97,-267.95
2022,3,26,5.96,7.11,0.59,420.43,120.44,140.17,16.3,0.52,2.77,2.47,26.64,27.43,-269.64
2022,3,27,5.19,7.15,0.51,426.2,106.48,141.32,14.89,0.48,2.52,3.53,26.94,27.78,-268.75
2022,3,28,6.76,7.18,0.66,417.77,134.54,140.62,17.77,0.55,2.95,3.41,27.0,27.94,-268.66
2022,3,29,6.25,7.12,0.62,413.11,123.2,137.73,16.42,0.52,2.7,3.32,26.93,28.01,-268.05
2022,3,30,5.23,7.04,0.52,411.93,104.15,136.11,14.2,0.45,2.32,3.39,27.19,28.24,-267.28
2022,3,31,5.73,7.05,0.57,414.11,114.75,137.9,15.56,0.5,2.6,2.82,27.28,28.44,-267.31
2022,4,1,6.81,7.05,0.68,412.49,134.55,137.69,17.62,0.56,3.02,3.13,27.19,28.27,-267.94
2022,4,2,6.58,7.04,0.66,409.35,129.73,137.09,17.05,0.54,2.9,3.19,27.04,28.31,-267.56
2022,4,3,5.69,7.01,0.57,425.02,113.98,136.6,15.37,0.49,2.58,3.72,26.58,27.54,-268.37
2022,4,4,6.89,7.17,0.69,403.17,134.31,138.13,17.55,0.55,2.94,3.74,27.09,28.06,-267.81
2022,4,5,5.9,7.03,0.59,405.79,116.45,136.27,15.66,0.49,2.57,3.27,26.77,27.83,-267.61
2022,4,6,5.54,7.09,0.55,411.77,109.91,137.79,15.08,0.48,2.5,2.95,26.99,27.96,-266.99
2022,4,7,6.24,6.93,0.63,411.15,123.85,135.59,16.38,0.52,2.74,2.7,27.39,28.44,-267.18
2022,4,8,5.85,6.98,0.59,420.42,117.23,137.33,15.77,0.49,2.58,3.08,27.6,28.57,-268.0
2022,4,9,6.41,6.92,0.65,412.61,127.73,136.06,16.86,0.52,2.75,3.67,27.44,28.52,-267.57
2022,4,10,6.22,6.97,0.63,413.77,123.91,136.46,16.5,0.52,2.74,3.22,27.77,28.71,-266.53
2022,4,11,6.29,7.07,0.64,407.2,123.16,136.44,16.47,0.5,2.65,2.75,27.85,28.82,-266.38
2022,4,12,5.86,7.0,0.6,410.41,115.02,134.53,15.5,0.48,2.46,2.51,27.86,28.71,-266.56
2022,4,13,6.73,6.98,0.7,409.46,132.41,135.82,17.32,0.54,2.87,2.41,27.77,28.95,-265.76
2022,4,14,6.79,6.98,0.7,403.88,132.48,134.79,17.28,0.52,2.79,2.77,28.15,29.37,-265.37
2022,4,15,6.81,6.97,0.7,407.91,133.41,135.17,17.43,0.53,2.81,2.85,28.15,29.46,-265.65
2022,4,16,6.46,6.71,0.67,410.44,127.23,131.03,16.58,0.49,2.62,2.66,28.02,28.84,-268.14
2022,4,17,6.19,6.8,0.64,418.0,123.68,134.29,16.41,0.51,2.67,2.99,27.62,28.29,-268.8
2022,4,18,6.38,6.86,0.66,410.25,124.75,132.4,16.45,0.49,2.59,3.46,27.82,28.8,-267.05
2022,4,19,5.9,6.62,0.62,417.62,116.59,129.13,15.44,0.48,2.59,3.39,27.3,28.55,-267.38
2022,4,20,4.95,6.72,0.52,423.25,99.38,130.95,13.81,0.44,2.26,3.49,27.15,28.26,-267.64
2022,4,21,6.46,6.56,0.68,404.09,125.28,126.62,16.02,0.47,2.49,3.16,27.23,28.29,-266.47
2022,4,22,6.4,6.71,0.68,412.86,126.52,131.22,16.62,0.51,2.7,2.83,27.32,28.33,-267.11
2022,4,23,5.39,6.61,0.57,416.5,107.65,129.59,14.67,0.45,2.37,3.45,27.37,28.15,-268.1
2022,4,24,5.94,6.66,0.63,417.03,116.91,129.36,15.59,0.47,2.45,3.88,27.18,27.88,-268.36
2022,4,25,4.24,6.53,0.45,421.43,87.32,128.74,12.34,0.39,1.99,4.23,26.98,27.47,-268.38
2022,4,26,6.44,6.69,0.7,405.09,125.52,129.2,16.41,0.5,2.64,4.06,27.1,27.55,-267.72
2022,4,27,5.97,6.59,0.64,411.83,117.96,128.63,15.62,0.48,2.52,3.77,27.15,27.87,-267.82
2022,4,28,5.58,6.48,0.6,415.62,110.83,126.86,14.8,0.44,2.3,4.16,27.07,27.65,-268.01
2022,4,29,4.25,6.45,0.46,416.09,85.1,124.94,11.94,0.38,1.95,3.97,26.62,27.15,-267.35
2022,4,30,4.45,6.44,0.48,417.6,88.9,125.11,12.3,0.38,1.95,4.02,26.46,27.23,-267.74
2022,5,1,5.01,6.24,0.55,418.42,99.85,122.47,13.34,0.39,2.04,3.97,26.83,27.51,-267.81
2022,5,2,5.31,6.34,0.58,420.44,106.3,125.3,14.33,0.44,2.3,3.77,27.14,27.58,-268.02
2022,5,3,5.56,6.3,0.61,423.44,110.75,124.53,14.73,0.45,2.39,3.68,27.22,27.59,-268.09
2022,5,4,5.88,6.18,0.65,415.93,115.16,120.43,14.91,0.44,2.3,3.79,27.3,27.82,-268.28
2022,5,5,5.99,6.28,0.66,414.05,117.81,122.72,15.36,0.45,2.41,4.1,27.22,27.62,-268.31
2022,5,6,5.15,6.3,0.57,420.07,102.27,122.69,13.74,0.42,2.21,3.77,26.99,27.36,-268.56
2022,5,7,4.67,6.28,0.52,423.12,93.34,123.38,12.85,0.39,2.04,3.83,26.23,26.73,-268.97
2022,5,8,5.2,6.22,0.58,420.27,103.49,121.69,13.77,0.42,2.23,4.27,26.08,26.83,-268.9
2022,5,9,4.42,6.29,0.49,409.98,88.12,122.34,12.27,0.38,1.97,3.59,25.69,26.38,-268.78
2022,5,10,5.56,6.21,0.62,407.99,109.4,121.0,14.47,0.43,2.23,2.95,26.14,26.81,-267.5
2022,5,11,4.19,6.05,0.47,421.27,85.04,119.23,11.84,0.36,1.85,3.12,25.96,26.67,-268.61
2022,5,12,4.99,6.1,0.56,423.62,100.54,120.7,13.59,0.41,2.12,3.24,26.33,27.02,-268.52
2022,5,13,5.22,6.08,0.59,422.81,104.46,120.51,13.87,0.41,2.16,3.08,26.39,27.05,-268.92
2022,5,14,5.54,6.1,0.63,416.25,110.59,120.57,14.53,0.43,2.27,3.57,26.59,27.22,-268.95
2022,5,15,4.49,6.06,0.52,416.98,89.85,119.0,12.29,0.37,1.91,3.04,26.35,27.06,-268.73
2022,5,16,5.45,5.97,0.62,412.35,107.65,117.0,14.08,0.41,2.13,2.92,26.65,27.26,-268.54
2022,5,17,5.66,6.06,0.65,409.44,111.39,118.76,14.52,0.41,2.15,2.94,27.19,27.67,-268.31
2022,5,18,5.44,5.96,0.62,406.86,106.03,115.56,13.75,0.4,2.09,2.36,27.23,27.65,-267.17
2022,5,19,5.79,5.87,0.66,407.9,112.82,114.2,14.32,0.41,2.16,3.23,27.55,28.08,-266.78
2022,5,20,3.79,5.77,0.44,428.0,77.38,113.98,10.77,0.34,1.76,3.69,26.19,26.87,-266.87
2022,5,21,5.02,5.85,0.58,419.59,99.98,115.59,13.18,0.39,2.05,4.28,25.49,26.06,-268.41
2022,5,22,4.45,5.8,0.52,421.66,89.2,114.02,12.11,0.37,1.95,4.49,26.08,26.58,-268.24
2022,5,23,2.81,5.85,0.33,430.29,58.92,115.59,8.59,0.27,1.37,4.63,26.02,26.43,-269.24
2022,5,24,3.32,5.87,0.39,429.05,69.27,116.3,9.9,0.3,1.55,4.07,25.96,26.26,-269.58
2022,5,25,0.73,5.86,0.09,422.65,16.33,115.6,2.59,0.07,0.37,3.98,25.76,25.79,-271.44
2022,5,26,4.7,5.91,0.55,418.71,93.99,116.6,12.68,0.38,1.95,4.79,25.96,26.01,-269.85
2022,5,27,4.33,5.79,0.51,421.72,87.12,113.77,11.72,0.34,1.8,4.85,25.89,26.06,-269.56
2022,5,28,1.01,5.8,0.12,427.66,22.73,115.48,3.67,0.11,0.57,4.02,25.62,25.82,-271.19
2022,5,29,3.19,5.78,0.38,425.26,65.53,114.55,9.28,0.3,1.55,3.26,26.25,26.39,-269.63
2022,5,30,3.52,5.74,0.41,427.77,72.54,113.84,10.37,0.3,1.58,3.06,26.06,26.09,-271.02
2022,5,31,4.05,5.77,0.48,419.74,82.03,114.52,11.56,0.34,1.82,3.49,26.23,26.26,-269.85
2022,6,1,5.14,5.78,0.61,419.15,102.45,114.48,13.5,0.38,1.95,3.41,26.23,26.37,-269.52
2022,6,2,4.49,5.73,0.54,418.26,89.86,113.13,12.12,0.34,1.79,2.6,26.02,26.29,-269.01
2022,6,3,4.2,5.71,0.5,423.91,84.83,112.78,11.63,0.34,1.8,2.08,25.72,25.77,-270.3
2022,6,4,2.82,5.74,0.34,422.82,58.9,113.54,8.6,0.25,1.32,2.69,24.85,25.0,-271.61
2022,6,5,5.14,5.86,0.62,408.05,100.91,113.88,13.3,0.39,2.06,3.86,24.99,25.3,-269.46
2022,6,6,4.29,5.87,0.52,415.55,86.23,114.93,11.73,0.34,1.83,3.79,25.09,25.54,-269.01
2022,6,7,4.03,5.81,0.48,419.19,80.84,113.76,11.15,0.32,1.7,3.27,25.36,25.6,-269.5
2022,6,8,5.32,5.76,0.64,403.27,104.6,112.34,13.62,0.39,2.05,2.53,25.29,25.5,-268.63
2022,6,9,5.31,5.79,0.64,407.47,105.16,114.05,13.73,0.4,2.09,2.97,25.48,25.65,-268.95
2022,6,10,5.46,5.73,0.66,409.81,108.3,113.24,13.95,0.4,2.1,2.6,25.67,25.92,-268.68
2022,6,11,1.71,5.69,0.2,424.61,38.1,112.75,5.88,0.17,0.92,2.32,25.61,25.7,-268.74
2022,6,12,5.66,5.86,0.69,401.27,111.02,114.49,14.29,0.39,2.04,2.31,25.56,25.8,-268.39
2022,6,13,5.68,5.87,0.69,394.31,110.19,113.48,14.16,0.38,2.01,2.32,25.3,25.42,-268.74
2022,6,14,5.43,5.87,0.66,399.69,105.68,113.71,13.66,0.38,1.95,2.88,24.69,25.1,-268.52
2022,6,15,4.69,5.69,0.57,412.23,92.62,110.99,12.32,0.34,1.77,3.26,24.87,25.26,-269.21
2022,6,16,3.23,5.75,0.39,423.01,66.59,112.48,9.53,0.27,1.41,2.03,24.88,25.4,-268.92
2022,6,17,4.66,5.77,0.56,415.03,93.22,113.69,12.48,0.35,1.83,1.95,24.91,25.27,-269.07
2022,6,18,5.75,5.84,0.7,401.04,112.07,113.59,14.34,0.4,2.07,2.09,25.1,25.44,-268.69
2022,6,19,5.59,5.82,0.68,402.15,108.87,113.2,14.04,0.38,1.98,3.0,25.26,25.44,-269.03
2022,6,20,5.14,5.79,0.62,411.02,101.55,113.63,13.44,0.37,1.94,3.96,25.61,25.62,-269.86
2022,6,21,5.63,5.89,0.69,395.7,108.94,113.48,14.03,0.38,1.98,4.04,25.25,25.01,-269.09
2022,6,22,1.1,5.51,0.13,421.96,23.8,109.09,3.69,0.1,0.54,3.51,25.15,25.22,-270.6
2022,6,23,4.45,5.52,0.54,416.73,88.82,109.03,11.8,0.34,1.74,3.48,25.58,25.76,-269.61
2022,6,24,4.93,5.78,0.6,408.2,96.85,112.41,12.8,0.35,1.84,4.41,25.05,25.03,-269.32
2022,6,25,5.44,5.87,0.66,400.26,106.58,114.33,13.88,0.39,2.02,3.1,24.46,24.59,-268.82
2022,6,26,4.82,5.83,0.59,406.27,95.12,113.79,12.67,0.36,1.87,3.16,24.68,24.99,-268.22
2022,6,27,3.96,5.75,0.48,419.62,79.63,112.78,10.97,0.32,1.68,5.12,24.4,24.73,-269.33
2022,6,28,4.87,5.72,0.59,412.73,96.29,111.76,12.71,0.36,1.88,4.23,24.54,24.84,-269.36
2022,6,29,3.31,5.59,0.4,419.88,67.6,109.09,9.45,0.28,1.48,4.31,24.82,25.12,-269.74
2022,6,30,3.43,5.58,0.41,422.7,70.67,110.2,9.91,0.3,1.54,3.66,24.89,25.11,-269.73
2022,7,1,4.28,5.69,0.52,418.69,86.12,112.41,11.66,0.33,1.7,3.59,25.9,26.01,-269.88
2022,7,2,3.93,5.72,0.48,424.05,79.52,112.29,10.92,0.3,1.6,4.38,25.47,25.4,-269.56
2022,7,3,3.32,5.68,0.4,417.99,67.05,111.01,9.52,0.27,1.4,4.7,24.55,24.52,-270.7
2022,7,4,3.59,5.77,0.44,416.92,73.38,112.81,10.22,0.3,1.55,4.53,24.9,24.87,-269.54
2022,7,5,5.1,5.82,0.62,401.62,99.03,112.05,12.95,0.36,1.89,4.45,24.72,24.47,-269.22
2022,7,6,5.45,5.87,0.66,401.55,106.73,114.15,13.9,0.39,2.02,4.01,24.88,24.79,-269.25
2022,7,7,4.13,5.72,0.5,420.39,82.87,112.1,11.3,0.32,-999.0,4.26,24.8,24.76,-270.25
2022,7,8,5.37,5.89,0.65,401.63,104.89,114.11,13.67,0.38,2.02,4.65,24.6,24.61,-269.75
2022,7,9,4.83,5.91,0.58,401.97,94.61,114.2,12.61,0.35,1.86,4.41,24.62,24.54,-268.78
2022,7,10,5.69,5.83,0.68,392.94,109.4,111.89,13.98,0.37,1.89,4.3,24.43,24.37,-269.51
2022,7,11,4.73,5.93,0.56,403.66,93.4,115.43,12.55,0.34,1.74,3.74,24.42,24.44,-268.72
2022,7,12,5.4,5.85,0.64,397.43,105.02,113.4,13.6,0.37,1.9,3.09,24.87,24.76,-268.6
2022,7,13,5.21,5.87,0.62,404.62,102.34,114.52,13.41,0.37,1.92,3.88,24.54,24.62,-269.4
2022,7,14,5.56,5.9,0.66,400.06,107.89,114.15,13.97,0.38,1.95,3.82,24.28,24.35,-269.28
2022,7,15,5.01,5.96,0.59,407.35,98.93,116.29,13.17,0.37,1.88,4.13,23.97,24.27,-269.29
2022,7,16,3.85,5.92,0.45,419.98,78.44,115.66,10.96,0.3,1.57,4.17,24.09,24.33,-269.51
2022,7,17,3.89,6.03,0.46,407.98,78.34,117.2,11.01,0.31,1.61,4.13,23.76,23.91,-269.81
2022,7,18,4.16,5.98,0.49,403.81,82.46,115.87,11.3,0.31,1.61,3.89,23.84,23.88,-268.13
2022,7,19,5.51,6.06,0.65,395.53,107.55,117.31,14.05,0.38,1.97,4.29,24.24,24.37,-269.52
2022,7,20,5.11,6.06,0.6,405.07,100.98,117.97,13.45,0.36,1.83,3.97,24.41,24.49,-268.37
2022,7,21,4.7,5.97,0.55,412.07,93.68,116.81,12.57,0.34,1.73,4.16,24.39,24.62,-269.63
2022,7,22,4.39,5.94,0.52,413.47,87.94,116.16,12.02,0.33,1.68,3.92,24.38,24.44,-269.77
2022,7,23,5.35,5.87,0.62,402.37,104.8,114.21,13.59,0.38,1.91,4.21,24.39,24.5,-269.38
2022,7,24,5.22,6.05,0.61,399.81,102.23,117.35,13.53,0.38,2.02,4.82,23.87,24.05,-269.29
2022,7,25,5.6,6.21,0.65,394.47,108.53,119.15,14.28,0.41,2.13,3.98,23.65,23.69,-268.52
2022,7,26,5.06,6.16,0.59,403.64,99.68,119.7,13.39,0.37,1.91,3.09,23.29,23.63,-268.51
2022,7,27,5.47,6.14,0.63,393.25,106.84,118.82,14.14,0.39,1.99,3.7,23.91,24.11,-268.43
2022,7,28,5.76,6.12,0.66,392.48,111.73,117.96,14.51,0.4,2.09,3.27,24.2,24.62,-268.43
2022,7,29,5.37,6.1,0.62,404.99,106.49,119.95,14.04,0.39,2.0,2.84,24.44,24.85,-268.67
2022,7,30,2.81,6.01,0.32,418.88,58.89,119.01,8.69,0.25,1.29,3.13,24.75,24.91,-269.71
2022,7,31,4.95,6.1,0.56,411.9,98.94,120.11,13.38,0.38,1.98,3.72,24.82,24.96,-269.99
2022,8,1,5.85,6.18,0.66,401.96,113.83,119.59,14.78,0.4,2.07,4.2,24.42,24.66,-269.35
2022,8,2,3.62,6.1,0.41,428.75,75.25,120.59,10.71,0.3,1.52,3.45,24.36,24.7,-270.1
2022,8,3,2.5,6.08,0.28,431.2,53.71,120.43,7.89,0.23,1.16,3.16,24.83,24.93,-269.61
2022,8,4,5.58,6.2,0.62,409.02,110.26,121.34,14.51,0.41,2.15,3.83,24.6,24.94,-269.52
2022,8,5,6.14,6.39,0.69,389.91,119.36,123.2,15.46,0.44,2.29,3.51,24.09,24.36,-268.97
2022,8,6,6.29,6.37,0.7,388.26,120.34,121.32,15.36,0.42,2.17,3.15,24.26,24.41,-268.27
2022,8,7,6.02,6.5,0.67,400.84,116.52,124.7,15.27,0.42,2.16,3.77,24.14,24.13,-268.58
2022,8,8,6.22,6.46,0.7,383.24,119.64,123.44,15.48,0.43,2.24,3.24,23.73,23.76,-268.15
2022,8,9,5.97,6.4,0.66,389.29,115.55,123.02,15.02,0.43,2.23,2.9,23.59,23.91,-267.99
2022,8,10,6.17,6.34,0.69,384.84,117.94,120.44,15.02,0.41,2.15,2.62,23.77,24.15,-267.42
2022,8,11,5.43,6.29,0.6,402.55,105.81,120.64,13.88,0.38,1.98,2.55,24.27,24.76,-268.36
2022,8,12,6.0,6.36,0.66,393.86,116.02,122.11,14.98,0.41,2.13,3.19,24.51,24.76,-267.86
2022,8,13,5.62,6.37,0.62,390.51,108.21,120.9,14.02,0.38,1.96,4.38,24.24,24.22,-268.76
2022,8,14,6.3,6.49,0.69,383.71,120.26,123.01,15.44,0.43,2.23,4.34,23.8,23.8,-268.64
2022,8,15,6.38,6.58,0.7,381.59,122.11,125.2,15.77,0.44,2.29,4.16,23.8,23.76,-268.29
2022,8,16,6.49,6.6,0.7,379.37,123.35,124.61,15.77,0.44,2.28,4.38,23.65,23.65,-267.95
2022,8,17,5.34,6.43,0.58,400.15,104.55,123.62,13.79,0.38,1.97,4.68,24.0,24.05,-268.95
2022,8,18,6.04,6.59,0.66,395.98,116.38,125.46,15.21,0.42,2.2,4.18,23.73,23.83,-268.76
2022,8,19,5.68,6.71,0.61,396.9,110.43,128.23,14.73,0.41,2.09,3.76,23.63,23.79,-267.74
2022,8,20,5.93,6.76,0.63,394.06,114.55,128.79,15.16,0.41,2.13,4.16,23.62,23.8,-268.05
2022,8,21,6.04,6.67,0.65,398.95,117.89,128.71,15.62,0.44,2.25,3.99,23.87,24.36,-268.27
2022,8,22,4.02,6.54,0.43,416.45,81.85,127.43,11.52,0.34,1.69,4.32,23.9,24.44,-269.01
2022,8,23,3.92,6.52,0.41,420.98,80.27,127.77,11.2,0.34,1.72,4.77,24.11,24.46,-270.08
2022,8,24,6.09,6.67,0.65,397.84,119.38,129.18,15.66,0.45,2.35,4.58,23.72,24.14,-268.48
2022,8,25,6.24,6.71,0.66,387.27,119.84,127.55,15.59,0.45,2.37,4.35,23.18,23.61,-268.74
2022,8,26,5.44,6.56,0.57,399.24,105.48,124.71,13.83,0.4,2.04,4.16,23.66,23.95,-268.34
2022,8,27,3.71,6.61,0.39,416.91,75.97,127.25,10.55,0.31,1.59,3.97,24.08,24.32,-269.01
2022,8,28,6.29,6.48,0.66,391.98,120.2,122.94,15.12,0.41,2.18,3.79,24.04,24.29,-268.32
2022,8,29,6.19,6.75,0.65,395.66,119.98,129.05,15.63,0.45,2.34,3.27,23.68,24.12,-268.27
2022,8,30,6.09,6.83,0.63,398.01,119.16,131.35,15.76,0.46,2.38,5.18,23.94,24.38,-269.15
2022,8,31,6.23,6.93,0.65,389.51,121.72,133.27,16.19,0.48,2.52,4.98,23.53,24.15,-268.51
2022,9,1,6.23,6.97,0.65,394.25,122.34,134.69,16.3,0.47,2.45,4.71,23.87,24.27,-268.42
2022,9,2,5.53,6.95,0.57,406.38,109.7,134.37,14.94,0.43,2.21,4.25,23.83,24.19,-268.8
2022,9,3,6.42,7.01,0.66,391.81,125.77,135.5,16.62,0.47,2.45,3.93,23.84,24.28,-268.7
